M

       2                          46                 42             46            21         14         15         34        27       34      27       14      8       19      14      21     14     14    15     10     4    22    19    14    19   22   14     6    4    11    14    8    8    8    6    15    11    11   11   15    9    9   11  10   9   4   3    9  10   4    6   3   4   3  12  13  13   3   4   5   6   4   4   2  10   7   6   8   4   6   3   1   3   3   4   6   3   3   8   9   7   8   7   5   5   6   7   5   1   4   3   1   .   5   7   7   3   .   4   5   6   3   3   4   4   1   1   7   7   1   2   3   2   1   4   3   3   3   2   1   .   1   1   4   6   4   4   .   3   3   3   1   5   5   .   3   3   2   2   1   1   5   1   .   3   2   1   1   4   3   3   .   .   .   3   4   3   3   2   2   1   1   2   1   2   .   .   2   1   .   .   1   1   1   2   2   2   .   .   3   3   2   2   .   .   1   1   .   .    3    3    .    1    .    .
X.80        146575737439884098045700   1329362932918020   -20008368380  190436217972   19273254     803985  548476676   -150332  -204540  164164  4921950 -16800   -80652  -10010  -27020  14118    358  1681 -13720     . -2716  1012  1300  -620 -220 -140   -75 -102  1870  -290  520  280  -80    .   692   350  -140  113   84  -14   58   30 -42   1   .   .   56 -56   .  -78  39  -6 -15  12  -4  -4  -1 -30  -3 -11  -2  -2   . -34  18 -24 -26   4   .  14   .  -7   .   .   .   .   .   4  -4   2   4   1   4   4  -2   2   1   .   .   .   .   .   .  -8   .   .   2  10  -2  10  -5   1  -2  -2   .   .   .   .   .   .  -1   5   .  -7  -4   1   .   .   .   .   .   .   .   2   .   .   .   2   .   1   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   .   .   .   .   .   .   2   .   .   1   1   .   .   .   .  -1   .   .   1   .   .   .   .   .   .   .   .   1  -1  -1   .   .   .   .   .   .   .   .   .   .    .    .   -1    .   -1   -1
X.81        149614794149226010902528                  .  -165356240896   -3731718144   20917248  -22165248          .         .        .       .   374528   2528        .  -22528   32768      .   5120 -1792      .   686     .     .     .     .    .    .    24  240     .  -256    .   64  -96    .     .     .     .    .    .    .    .    .   .   . -16  10    .   . -14   56  38   8   2   .   .   .   .   .   .   8   8   8   .   .   .   .   .   .   .   .  -7   .   2   .   .  -2  -2   .   .   .   .   .   .   .   .   .   .  -2   .  -2   .   .   .   .   .   .   .  -8   .   8   2  -2   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   2  -1   1   1   .   .   .   .   .   .  -2   .   1   .   .  -1  -2  -2   .   .   .   .   .   .   .   .   .   .   .   .   J  -J   .  -1  -1   .   .   .   .   .   .   .   .   .   .   .   1   1   .   1  -1  -1   .   1   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .    .    .    .    .    .    .
X.82        149614794149226010902528                  .  -165356240896   -3731718144   20917248  -22165248          .         .        .       .   374528   2528        .  -22528   32768      .   5120 -1792      .   686     .     .     .     .    .    .    24  240     .  -256    .   64  -96    .     .     .     .    .    .    .    .    .   .   . -16  10    .   . -14   56  38   8   2   .   .   .   .   .   .   8   8   8   .   .   .   .   .   .   .   .  -7   .   2   .   .  -2  -2   .   .   .   .   .   .   .   .   .   .  -2   .  -2   .   .   .   .   .   .   .  -8   .   8   2  -2   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   2  -1   1   1   .   .   .   .   .   .  -2   .   1   .   .  -1  -2  -2   .   .   .   .   .   .   .   .   .   .   .   .  -J   J   .  -1  -1   .   .   .   .   .   .   .   .   .   .   .   1   1   .   1  -1  -1   .   1   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .    .    .    .    .    .    .
X.83        161649111002260792968750   -261586183031250    79775368750   14090174175  -27275325  -10822875  -18807250  -1374450  -358610  227150        .      .   652575   -1925   -8225  41835    595   805      .     .   798  -330  -350   710 -194 -350  -330 -141     .     .    .    .    .    .    95   275  -105  -91 -113   35  -69   -5  31   5  17  43    .   .   .    .   .   .   .  -2   2  -6   . -15  -6  -2  -5   1   .   .   .   .   .   .   .   .   .   .   .   .   .   A  /A   3   3  -3  -1  -3   1   1  -1   1   1   .   1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   2  -1   .   1   .  -1   2   1   1   .   .   .   .  -1   .   .   .   .   .   .   .   A  /A   A  /A   .   .   1   .   .   1   1   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .   .   .   .   A  /A   .   .   .   .   1  -1  -1   .   .   .   .   .   .   .   A  /A   .   .   .   .   .   .    1    1    .    .    .    .
X.84        161649111002260792968750   -261586183031250    79775368750   14090174175  -27275325  -10822875  -18807250  -1374450  -358610  227150        .      .   652575   -1925   -8225  41835    595   805      .     .   798  -330  -350   710 -194 -350  -330 -141     .     .    .    .    .    .    95   275  -105  -91 -113   35  -69   -5  31   5  17  43    .   .   .    .   .   .   .  -2   2  -6   . -15  -6  -2  -5   1   .   .   .   .   .   .   .   .   .   .   .   .   .  /A   A   3   3  -3  -1  -3   1   1  -1   1   1   .   1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   2  -1   .   1   .  -1   2   1   1   .   .   .   .  -1   .   .   .   .   .   .   .  /A   A  /A   A   .   .   1   .   .   1   1   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .   .   .   .  /A   A   .   .   .   .   1  -1  -1   .   .   .   .   .   .   .  /A   A   .   .   .   .   .   .    1    1    .    .    .    .
X.85        191259085113459945312500   -249948886687500   -91599007500   12650208725  -26026000  -28861000  -17055500   1082900  -165900   18900        .      .   525525       .   14805  45600    720  -840      .     .   644  -660     .  -420 -284    .  -295  110     .     .    .    .    .    .    85   400   245  -56   21    .  -16    .  24   .  16 -36    .   .   .    .   .   .   .   4   .  -8   .  24  -3 -15   6   .   .   .   .   .   .   .   .   .   .   .   .   .   .   B  /B  -3   5  -4  -3   .   .   .   .   4   .   .   .   .   2   2   .   .   .   .  -1   .   .   .   .   .   .   .   .   .  -2   2   .   .   .   .   .   1  -2  -1   .   .  -2   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -A -/A   A  /A   1   1   1   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1  -1   .   .  -A -/A   .   .   1   1   .   .    .    .    .    .    .    .
X.86        191259085113459945312500   -249948886687500   -91599007500   12650208725  -26026000  -28861000  -17055500   1082900  -165900   18900        .      .   525525       .   14805  45600    720  -840      .     .   644  -660     .  -420 -284    .  -295  110     .     .    .    .    .    .    85   400   245  -56   21    .  -16    .  24   .  16 -36    .   .   .    .   .   .   .   4   .  -8   .  24  -3 -15   6   .   .   .   .   .   .   .   .   .   .   .   .   .   .  /B   B  -3   5  -4  -3   .   .   .   .   4   .   .   .   .   2   2   .   .   .   .  -1   .   .   .   .   .   .   .   .   .  -2   2   .   .   .   .   .   1  -2  -1   .   .  -2   1   .   .   .   .   .   .   .   .   .   .   .   .   .   . -/A  -A  /A   A   1   1   1   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1  -1   .   . -/A  -A   .   .   1   1   .   .    .    .    .    .    .    .
X.87        218028402153522030021875    271752733637875   332069113075  -11862294850   24148565   13131755   13233395  -2436525   236019  141715        .  21875   509950   -1715   19390  54973   -923  1771      .     .    35  -485 -1625   -21  195 -217  -370  278     .     .  375  175   75   55   830   101   630 -133  174  -35  117  -51 -15  19 -12  14    .   .   .    .   .   5   5   3   7  -1   .  28  10 -26  -2   4   .   .   .  -5   .   5  -1   .   .   .   .  -5   7   .   .  10   2  -1   6  -5  -1  -5  -3   3  -1   .  -4  -2  -1  -1   .   .   .   .   .  -5   .   .   .   1   3  -3   .   .   1   1   1   1   .   .   .   2   2   .   .   .  -3   .  -1  -1   .   .  -1  -1   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .   .   .   .   2   1   .   .   .   .   .   .   .   .   .   1  -1   .  -1   .   .   1   1   .   .   .   .   .   .   .  -1   1   1   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .    .    .    .    .    .    .
X.88        220326476909636307378168    212778737106936   -17401520136  -18468567117   23495472    5687136   51642360  -5284552  -322056  411320 -1044582   6293   507507   48048   51891  13488   7728  -672      .     .  -616  -792     .  -696  344    .  -360  -36  1386  -486   61  189  -11    .   243     .   203    . -189   56  104    .   . -16   .   .    .   .   .  -42 -33   2  11  -8   . -16   . -12 -12   .  12 -12   5  10  -2 -15  10   5   9   .   .   .   .   .   .   .   .  -9  -1  -4   3   .   .   .   .  -4   .   3   .   .   .   .   .   .   .   .  -2  18 -18   6   3   3  -2  -2   .   .   .   .   .   .   .   .   .   .   .   2   .   1   .   .   .   .   .  -2  -1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   .   .   .   .   .   .   .   .  -1   .   .  -2  -2   .   .   1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   .   .   .   .   .   .   .   .   .   .    .    .    .    .    .    .
X.89        260799524107083767968750    292580561568750   -94666591250  -12290115320   25873120   18038125   -1682450   7688590  -454930 -283570   656250      .   316680  -40040  -63224   5640   2800  1645      .     .   574   198   650   630  158 -182   -35  235 -1750   250    .    .    .   16   136   -80   -56  -35    8   56   16  -40 -52   5  16   3    .   .   .  105  15   .   . -18  -6   2   .  -3  -3  13   7   1  -3  10 -10   .  10   .   .   .   .   .   .   4   .   .   .   .  -8  -2   .  -3  -2   2   .   2   1   .   .   3  -2  -2   .   .   .   .   .   .   5   1  -5   .   .   .   .   .   .   .  -2   1   .   .   .   1   1   1  -1   1  -2   1   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   1   .   .   .   .   .   .  -1   1   .   .   1   .   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   O  /O    .    .    .   -1    .    .
X.90        260799524107083767968750    292580561568750   -94666591250  -12290115320   25873120   18038125   -1682450   7688590  -454930 -283570   656250      .   316680  -40040  -63224   5640   2800  1645      .     .   574   198   650   630  158 -182   -35  235 -1750   250    .    .    .   16   136   -80   -56  -35    8   56   16  -40 -52   5  16   3    .   .   .  105  15   .   . -18  -6   2   .  -3  -3  13   7   1  -3  10 -10   .  10   .   .   .   .   .   .   4   .   .   .   .  -8  -2   .  -3  -2   2   .   2   1   .   .   3  -2  -2   .   .   .   .   .   .   5   1  -5   .   .   .   .   .   .   .  -2   1   .   .   .   1   1   1  -1   1  -2   1   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   1   .   .   .   .   .   .  -1   1   .   .   1   .   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  /O   O    .    .    .   -1    .    .
X.91        261575621299360905468750    321725078268750   -83502851250   -1950194610   32014710   23122125   64355150   7794670  -475570 -246610 -1312500      .  -132210   30030  -34482  16830   2310  1485  -1225     .  1310  1254   650   790  126 -182  -540  189  3500  -500    .    .    .   38   398   110    22  125   62   98  -14  -10 -46   5   .   . -145   7   . -210 -30   .   . -18  -6   2   6   9   .  12   9  -3  -4 -20  20   . -20   .   .  35   .   5   .   2   6   .   .  -6   2  -4  -2  -3  -2   2  -2   .   1   .   .   .   .   .  -5  -1   3   .   .   . -10  -2  10   .   .   .   .   .   .   .   2  -1   2   .   .  -4  -1  -2  -1   .   .   .   .   .   .   4   .   .   .  -1   .   1   .   2   2   .   .   .   .   .   .   .   .   .   .   .   .   .  -2   1   .   .  -1   .   .   2  -2   .   .  -2   .   .   .  -1   .   .   .   .   .   .   1   1   .   .   .   1   .  -1   .   .   .   .   .   .   .   .   .   .   1   1    .    .    .    2   -1   -1
X.92        277540481294528814140625   1149945920060625   -60654531375  133746358977  -29918160          .  294563025  -9895887   338385  -13455  1068750      . -2862783   29160   29889 -29160      .     . -19278   175  1281 -1287   -27   -55  -95  -27     .    . -4850   -50    .    .    .   66  1665  -360   -63    .   33  -36  -36    .  12   .  15  28  -54  66 -25  252 -45   .   .   1   5  -3   .   .   .   .   .   .   .  30  38   . -10   .   .   .   7   .   1   6   2  -1  -1   9   9  -6  -7   .   .   .  -4  -2   .   .  -1   4   .   .   6  -6  -2  -1   .   .  -8   4  -5   .   .   .   .   .  -1  -1   3   .   .  -3   .   .   .   .   .   .  -3   .   1   1  -2  -2   .   .   .   .   5   .  -1  -2  -2   .  -1  -1   1   1   .   .   1   .   .  -1   .   .   1   .   1   1   .   .   .   2   .   .   .  -1   .   .   .   .  -1   .  -1  -1   1   .   .   .  -1   1   1   .  -1   .   .   .   .   .   1   1   .   .   .   .   .   .   -1   -1    .    1    .    .
X.93        303379038247015811718750   2002923357318750  -112383353250  223230609525   -7244160    5080125  581459550  -2512770   189790  -56770  4156250      .   214005  -83160  -59787  28920   -720  -195 -20825     .  1518 -1002   650   390  206 -182  -546  -33 -1750  -550    .    .    .  189 -2379   240  -267  141 -107   56  -96   40  52   5 -44 -31   55   7   . -175   5   .   .  -2  -6   2   .   3  -6   6   3  -9   .  10  30   .  10   .   . -35   .   1   .   9  -3   .   .  -3  -3   6  -3  -3  -2   2   .   2   1   .  -4   1   .   .  -1   7  -1   .   .   .   5  -7   5   .   .   .   .   .   .   .   .   .   .   .   .   6  -3   .   1   .   1  -2  -1  -1   .  -2   .   .   .   1   .   1   .   1   1  -1   .   .   .   .   .   .   1   .   .   .   1   .  -1  -1   .   .   .   .   .   3   1   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .  -1   1   1  -1   .   1   .   .  -1  -1   .   .   .   .   .   .   .   .    .    .    .   -1    .    .
X.94        331150814995116217581480   1987493810249640    21140455336  148753177419  -43561518  -14199612  263397288  13947752   -15960  -88088   307230  -6020  7568715 -118118  -68789 -37590   -830   196      .     . -1400  2552     .   280  456    .   957 -150  5390  -354 -360 -224   36    .  1803  -510  -133 -252   75  -14  -70   90   6   4 -52   .    .   .   .  294  -3  -8  13   8   .  16   .  -6 -15 -11  -2  -2   .  -2   2 -12  22   2   .   .   .   .   .   .   .   .   . -13  -5   4  -5  -4   .   .  -2   .   .   .   4   .   .   .   .   .   .   .   .  -8 -10   6  -3   1   .   .   .   .   .   .   .   .   .   .   .  -3   .  -1   .   .   2   2   .   .   .   2   .   .   .   .   .   .   .   .   .  -3   .   .   .   .   1   1  -1   .   .   .   .   .   .   .   .   .   .   .   .   2  -2   .   .   1  -1   .   .   .   .   .   .   .   .   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   .   .    .    .    .    .    .    .
X.95        351532203382732066094400   1305074480512320    35561897280  131809819974   -4456452   24738000  244170048   7730240   -39616  157248   880650  16275 -2190330   36036  -28602   1044   2988   720 -23324     .  2240  4608     .  -384  -64    .  -345 -129  -230  -630 -805  315  -45  -99  -186    84    14   48   86    .   32   44 -16   . -26   .  196 -28   .   99  18   3   .   .   .   .   .  -9  -9  -9  -9  -9   . -22 -10  23  18   3  -1 -14   .   7   .   1  -3   3   3  18   2 -10   6   .   .   .   .   2   .   .  -2   .   .   .   .  -4   4   .   .  -9  -5   3   6   .  -1   3   .   .   .   .   .  -3   .   1   .   3   3  -1  -1   .   1   1   .   .   .  -2   1   1   .  -2   .  -1   .   1   1   .  -1  -1  -1  -1   .   .   .   .   .  -2   .   .   1   .   .   .   .   .   .  -1  -1  -1  -1   .   .   .   .   1   .   .   .   .   1   .   .   .   1   .   .   .   .  -1   .   .  -1  -1   1   1   .   .   .   .   .   .    .    .    1    1    .    .
X.96        391009081837477378329600   -204421406192640   278167751680   35988211896   21594300   -2572752  -41284608   5870592  -308224  279552  -125400  32725  -289224   92092   -4424 -14148    -68  1072 -13720     .     .     .     .  1024    .    .   240 -111  -440    40  485  245    5  -70   696    12  -504  -48  -40   84   36  -52  44   .   .   .   56 -56   .  321  15  10  -2   .   .   .  -1  27   .  16   1  -5   .  -8  -8  17  32  -3   1  14   .  -7   . -10  -6   1   1   .   .   .  -8   .   .   .   4   .   .   .   .   .   .   .   .  -8   .   .   .   2   1   1   7   2   2   2   .   .   .   .   2  -1  -1   5   .   .  -3   .  -1   .   .   .   .   .   .   .  -1  -1   .   2   .   1   .  -2  -2   .   1   1   1   1   .   .   .   .  -1   .   .   .   .   .   .   .   .   .   .   1   1   2  -2  -1   .   .   .  -1   .  -1   1   1   1   .   .   .   .   .   .   .   .   1   .   .   .   .   1   1   .   .   .   .   .   .    .    .   -1    .   -1   -1
X.97        392611651975065600000000   2126603059200000    76775424000  209858031360  -29583360    6669000  504627200         .        .       .  2375000      .    80640 -105600   40704  28800   3840 -1080  -9520   280     .     .     .     .    .    .  -216  108 -1000   600    .    .    .  176 -1792  -640     .   56    .    .    .    .   .   .  12  38 -144  16 -40 -190  80   .   .   .   .   .   .  18   . -24   .   6   .  40   .   .   .   .   . -16 -23   2  -2  -4   .   1   1   .   .   .   .   .   .   .   .   .   .   .   4   2   .   .   .   .   .   .   .   . -10  -6   .   .   .   .   1   1   .   .  -4  -1   .   5   .  -4   2   .   .   .   3   .  -1  -1   .   .   .   .  -1   .   2  -2  -1   .   .  -1   1   1   1   1   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   .  -2   .   .   .   .  -1  -1  -1   .   .   1   1   1   .   .   .   1  -1  -1   .   .   .   .   .   .   .   1   1   1   1   .   .   .   .    .    .   -1    1    .    .
X.98        433528694560598978525184    889610385291264   377461733376   49627809504   43766424    5687136  -42534912  22177792   817152 -292864   569184   6434   760032  -35880   85728  33624   3864  -672      .   686     .     .     .     .    .    .   315  126  2464    96   14    6   26 -110  1248    24  -224    .   96  -40   -8   24  24 -16   .   .    .   .  14  -21  24  -1  11   .   .   .   . -18  -9   3  -6  -6  -4  48  -8  38 -24  -4   2   .  -7   .   2  10   2   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   .  -6   3   .   .   .   2   .  15   7   3   .   3  -1  -1   .   .   .   .  -2  -2   .   .   1   3   .   1   .   .   .   .   .   .   .   .   .   .   .   .   2   .  -1  -2  -2   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   .   .   .  -1   .   .   1   3  -1  -1   .  -1   .   .  -2   2   .   .   .   .  -1   .   .   .   .   .   .   2   .   .   .   .   .   .   .   .   .   .   .   1   1    .    .    .    .    .    .
X.99        597787522207315571077947   -226187908369605   182632149819             .   44641044          .    3064635  -7894341  -225477  282555   599697  24822        .  -61236       . -26244   2916     .      .     .  1659   891 -1053   315 -389 -189     .    .   945  -111 -230 -126   94  -66     .  -324     .    .    .    .    .   36   .   .   . -26    .   .   .    .  54   9   .   3  11  -5   .   .   .   .   .   .   . -15   9  10 -15   .  -2   .   .   .   .  -6  -2   .   .   .   .  -6   .   .   .   .   .  -2   .   2   .   2   .   .   .   .   .   .   .   9   .   .  -6   .   1   1   .   .  -1  -1  -3   .   .   .   .   .   .   .   .   .   .   .   F  /F  -3   1   .   .   1   .   .   .   .   2   2   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   .   .   .  -1  -1   .   .   1   1   .   .   .   .   .   1   .   .   .   .   .   .   .   .  -F -/F   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .    .    .    .   -1    .    .
X.100       597787522207315571077947   -226187908369605   182632149819             .   44641044          .    3064635  -7894341  -225477  282555   599697  24822        .  -61236       . -26244   2916     .      .     .  1659   891 -1053   315 -389 -189     .    .   945  -111 -230 -126   94  -66     .  -324     .    .    .    .    .   36   .   .   . -26    .   .   .    .  54   9   .   3  11  -5   .   .   .   .   .   .   . -15   9  10 -15   .  -2   .   .   .   .  -6  -2   .   .   .   .  -6   .   .   .   .   .  -2   .   2   .   2   .   .   .   .   .   .   .   9   .   .  -6   .   1   1   .   .  -1  -1  -3   .   .   .   .   .   .   .   .   .   .   .  /F   F  -3   1   .   .   1   .   .   .   .   2   2   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   .   .   .  -1  -1   .   .   1   1   .   .   .   .   .   1   .   .   .   .   .   .   .   . -/F  -F   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .    .    .    .   -1    .    .
X.101       600020772685064502392907   1967052076247115   328187590731  178514751987          .          .  320575563  13586859  -203445   -3861   558657   8532 -2814669       .  124659      .      .     . -17424  1539   891  4851   351   195   27  351     .    . -3135   321  240  216  156    .   243     .  -405    .   99    .    .    .   .   .   .   .  -24   . -21  162   .   .   .  -5  -1  -9   8   .   .   .   .   .   . -47   9 -12   9  -6   .  -9  -9   .   .   .   .  -1  -1  -9  -9   .   3   .   .   .   .   .   .   2   .   .   .   .  -8   .  -4   3   .   .   6  -6   .   .   .   .   .   .   1   1   .   .   .   1  -1   .   .   .   .   .   .   .   .   .   1   1   .   .   .   3   .   .   3   .   .   .  -1  -1  -1  -1   .   .   1   .  -1   .   .   .   .   2   1   1   .   .   .   .  -2   .   .   .   .   .   .   .   .   .  -1  -1   1  -1  -1  -1   .   .   .   1   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .    .    .    1    .    1    1
X.102       626877403613887304040448                  .              .   -6897532928  -65601536   26411008          .         .        .       .   360448  40448        .       .       .      .      .     .  -4096  1392     .     .     .     .    .    .   256 -176     .     .    .    .    .    .     .     .     .    .    .    .    .    .   .   .   .   .    .   .   . -128 -56 -16   8   .   .   .   8   .   .   .   .   .   4   .   .   .   .   .   .   8  -6   8   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -2   .   .  -2  -2   .   .   .   .  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   4   2   .   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   .   .   1   K  /K   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .  -1  -1    .    .   -2    .    1    1
X.103       626877403613887304040448                  .              .   -6897532928  -65601536   26411008          .         .        .       .   360448  40448        .       .       .      .      .     .  -4096  1392     .     .     .     .    .    .   256 -176     .     .    .    .    .    .     .     .     .    .    .    .    .    .   .   .   .   .    .   .   . -128 -56 -16   8   .   .   .   8   .   .   .   .   .   4   .   .   .   .   .   .   8  -6   8   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -2   .   .  -2  -2   .   .   .   .  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   4   2   .   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   .   .   1  /K   K   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .  -1  -1    .    .   -2    .    1    1
X.104       655159231073705404921875   1365102860281875    93555193875  121406755041   44169840  -23122125  237459475  11403379  -209645  -50765  -653125      . -4088799   68640   54753 -25920  -1200 -1485 -24479  -665  3779  3003 -1001  -245   99 -169  -351  297 -1925  -325    .    .    .    .  1441   280  -503 -125  -47   76  -44   40  -8  -5   .   .  -55  17 -25   41   5   .   . -13   7  -1   8 -27   9 -15   9  -3  -5  -5 -21   .  -5   .   .  19  19  -5   1   .   .   .   .  -3   5   8   1   3   2  -2   4   .  -1   .   .   .   .   .   1   1   5  -1   .   .   1  -7   5   .   .   .   .   .   1   1   .   .   .  -4   .   1   1   1   1  -1   .   .   .   .  -1   3   .   .   .  -1   5  -1  -1   .   .  -1   .   .   .   .   .   .  -1   .  -1   .   .   .   .  -1  -1  -1   1   .   .  -3   1   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1  -1   1   .   .   .   .   .   .   .   .   .   .   .   .    .    .   -1    .    1    1
X.105       689763222744895005949242   -389556578898630  -206943847110             .          .     767637   50535738   8055450   707130 -263718 -1058508  30492        .       .       .      .      .   405   7497     .  -918  -990   702  -270 -246  126     .    . -1980   180  120    .  -60    .     .     .     .  -27    .    .    .    .   .  -3   .   .   81  -7   .    .   .   .  12  -6  14   6   .   .   .   .   .   .  -4 -12   . -12  12   2   .   .   .   3   .   .   .   .   .   .   .   .   .  -3   .   .   .   .  -3   2   .   .   .   .  -3   1  -3   .   .   .   .   .   .   .   .   .   D  /D   .   .   .   .   .  -3   .   .   .   .   .   .   .   .   .   .   2   .   .   .   .   .   .  -1   .   .   .   .   .   .   .   .   1   1   .   .   .   .   .   .   .  -1   .   .  -1  -1  -1   .   .   .   .   .   2   D  /D   .   .   .   .   .   1   .   1   1   .   .   .   .   .   1   .   .   .   .   .   .   D  /D  -1  -1   1   1    .    .    .    .    .    .
X.106       689763222744895005949242   -389556578898630  -206943847110             .          .     767637   50535738   8055450   707130 -263718 -1058508  30492        .       .       .      .      .   405   7497     .  -918  -990   702  -270 -246  126     .    . -1980   180  120    .  -60    .     .     .     .  -27    .    .    .    .   .  -3   .   .   81  -7   .    .   .   .  12  -6  14   6   .   .   .   .   .   .  -4 -12   . -12  12   2   .   .   .   3   .   .   .   .   .   .   .   .   .  -3   .   .   .   .  -3   2   .   .   .   .  -3   1  -3   .   .   .   .   .   .   .   .   .  /D   D   .   .   .   .   .  -3   .   .   .   .   .   .   .   .   .   .   2   .   .   .   .   .   .  -1   .   .   .   .   .   .   .   .   1   1   .   .   .   .   .   .   .  -1   .   .  -1  -1  -1   .   .   .   .   .   2  /D   D   .   .   .   .   .   1   .   1   1   .   .   .   .   .   1   .   .   .   .   .   .  /D   D  -1  -1   1   1    .    .    .    .    .    .
X.107       689766726179555080994223   -389645722280529  -207699116625             .          .    -767637   50720175   8216559   746415 -244881 -1066527  34848        .       .       .      .      .  -405   7650  -288  -945 -1089   351  -225 -369   63     .    . -2079   225   96    .    .    .     .     .     .   27    .    .    .    .   .   3   .   .   90 -14   .    .   .   . -12  -9   7   7   .   .   .   .   .   .  -5 -15   9   .   9   4   .   .   .  -3   .   .   .   .   .   .   .   .   .   3   .   .   .   .   3   3   .   .   .   .  -6   2  -2   .   .   .   .   .   .   .   .   .   E  /E  -1  -1   .   .   .   .   2   .   .   .   .  -1   .   .   .   .   1   1   .   .  -1   .   .   1   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   .  -D -/D   .   .   .   .    .    .    .    .    .    .
X.108       689766726179555080994223   -389645722280529  -207699116625             .          .    -767637   50720175   8216559   746415 -244881 -1066527  34848        .       .       .      .      .  -405   7650  -288  -945 -1089   351  -225 -369   63     .    . -2079   225   96    .    .    .     .     .     .   27    .    .    .    .   .   3   .   .   90 -14   .    .   .   . -12  -9   7   7   .   .   .   .   .   .  -5 -15   9   .   9   4   .   .   .  -3   .   .   .   .   .   .   .   .   .   3   .   .   .   .   3   3   .   .   .   .  -6   2  -2   .   .   .   .   .   .   .   .   .  /E   E  -1  -1   .   .   .   .   2   .   .   .   .  -1   .   .   .   .   1   1   .   .  -1   .   .   1   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   . -/D  -D   .   .   .   .    .    .    .    .    .    .
